I_U,T_INT,seed,nodes_measured,total_assignments,sim_elapsed_s,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,error
0.379,5.000,1,50,60,1080.000,180.000,180.000,180.000,24.280,
0.379,5.000,2,50,60,1080.000,180.000,180.000,180.000,27.560,
0.379,5.000,3,50,60,1080.000,179.800,180.000,180.000,28.070,
0.379,5.000,4,50,60,1080.000,180.000,180.000,180.000,26.710,
0.379,5.000,5,50,60,1080.000,156.700,180.000,179.380,28.520,
0.379,5.000,6,50,60,1080.000,180.000,180.000,180.000,27.790,
0.379,5.000,7,50,60,1080.000,172.500,180.000,179.850,25.860,
0.379,5.000,8,50,60,1080.000,180.000,180.000,180.000,27.100,
0.379,5.000,9,50,60,1080.000,166.200,180.000,179.720,27.870,
0.379,5.500,0,50,60,1080.000,180.000,180.000,180.000,29.570,
0.379,5.500,1,50,60,1080.000,180.000,180.000,180.000,24.970,
0.379,5.500,2,50,60,1080.000,180.000,180.000,180.000,27.540,
0.379,5.500,3,50,60,1080.000,180.000,180.000,180.000,28.090,
0.379,5.500,4,50,60,1080.000,180.000,180.000,180.000,26.870,
0.379,5.500,5,50,60,1080.000,158.100,180.000,179.450,28.460,
0.379,5.500,6,50,60,1080.000,180.000,180.000,180.000,28.080,
0.379,5.500,7,50,60,1080.000,173.900,180.000,179.880,26.140,
0.379,5.500,8,50,60,1080.000,180.000,180.000,180.000,27.030,
0.379,5.500,9,50,60,1080.000,165.100,180.000,179.700,27.160,
0.379,6.000,0,50,60,1080.000,180.000,180.000,180.000,29.320,
0.379,6.000,1,50,60,1080.000,180.000,180.000,180.000,24.570,
0.379,6.000,2,50,60,1080.000,180.000,180.000,180.000,27.810,
0.379,6.000,3,50,60,1080.000,180.000,180.000,180.000,28.260,
0.379,6.000,4,50,60,1080.000,180.000,180.000,180.000,27.010,
0.379,6.000,5,50,60,1080.000,159.500,180.000,179.560,28.400,
0.379,6.000,6,50,60,1080.000,180.000,180.000,180.000,28.100,
0.379,6.000,7,50,60,1080.000,171.400,180.000,179.830,25.470,
0.379,6.000,8,50,60,1080.000,180.000,180.000,180.000,27.530,
0.379,6.000,9,50,60,1080.000,165.800,180.000,179.720,27.700,
0.379,6.500,0,50,60,1080.000,180.000,180.000,180.000,29.190,
0.379,6.500,1,50,60,1080.000,180.000,180.000,180.000,24.420,
0.379,6.500,2,50,60,1080.000,180.000,180.000,180.000,27.800,
0.379,6.500,3,50,60,1080.000,179.700,180.000,179.990,28.370,
0.379,6.500,4,50,60,1080.000,180.000,180.000,180.000,27.190,
0.379,6.500,5,50,60,1080.000,161.500,180.000,179.630,28.630,
0.379,6.500,6,50,60,1080.000,180.000,180.000,180.000,27.680,
0.379,6.500,7,50,60,1080.000,171.300,180.000,179.830,25.860,
0.379,6.500,8,50,60,1080.000,180.000,180.000,180.000,27.450,
0.379,6.500,9,50,60,1080.000,167.400,180.000,179.750,27.770,
0.379,7.000,0,50,60,1080.000,180.000,180.000,180.000,29.900,
0.379,7.000,1,50,60,1080.000,180.000,180.000,180.000,24.770,
0.379,7.000,2,50,60,1080.000,180.000,180.000,180.000,27.590,
0.379,7.000,3,50,60,1080.000,180.000,180.000,180.000,27.960,
0.379,7.000,4,50,60,1080.000,180.000,180.000,180.000,26.810,
0.379,7.000,5,50,60,1080.000,166.600,180.000,179.730,28.670,
0.379,7.000,6,50,60,1080.000,180.000,180.000,180.000,28.140,
0.379,7.000,7,50,60,1080.000,173.400,180.000,179.870,26.210,
0.379,7.000,8,50,60,1080.000,180.000,180.000,180.000,27.430,
0.379,7.000,9,50,60,1080.000,169.800,180.000,179.800,27.660,
0.389,3.000,0,50,60,1080.000,178.700,180.000,179.970,29.680,
0.389,3.000,1,50,60,1080.000,180.000,180.000,180.000,24.750,
0.389,3.000,2,50,60,1080.000,180.000,180.000,180.000,27.910,
0.389,3.000,3,50,60,1080.000,180.000,180.000,180.000,28.190,
0.389,3.000,4,50,60,1080.000,180.000,180.000,180.000,26.920,
0.389,3.000,5,50,60,1080.000,154.200,180.000,179.460,28.040,
0.389,3.000,6,50,60,1080.000,180.000,180.000,180.000,27.970,
0.389,3.000,7,50,60,1080.000,180.000,180.000,180.000,25.560,
0.389,3.000,8,50,60,1080.000,180.000,180.000,180.000,27.850,
0.389,3.000,9,50,60,1080.000,170.300,180.000,179.710,27.650,
0.389,3.500,0,50,60,1080.000,180.000,180.000,180.000,29.290,
0.389,3.500,1,50,60,1080.000,180.000,180.000,180.000,24.480,
0.389,3.500,2,50,60,1080.000,180.000,180.000,180.000,27.360,
0.389,3.500,3,50,60,1080.000,180.000,180.000,180.000,28.260,
0.389,3.500,4,50,60,1080.000,180.000,180.000,180.000,27.230,
0.389,3.500,5,50,60,1080.000,153.800,180.000,179.370,28.920,
0.389,3.500,6,50,60,1080.000,180.000,180.000,180.000,27.830,
0.389,3.500,7,50,60,1080.000,180.000,180.000,180.000,25.600,
0.389,3.500,8,50,60,1080.000,180.000,180.000,180.000,27.200,
0.389,3.500,9,50,60,1080.000,170.600,180.000,179.720,27.670,
0.389,4.000,0,50,60,1080.000,180.000,180.000,180.000,29.820,
0.389,4.000,1,50,60,1080.000,180.000,180.000,180.000,24.490,
0.389,4.000,2,50,60,1080.000,180.000,180.000,180.000,27.610,
0.389,4.000,3,50,60,1080.000,180.000,180.000,180.000,28.600,
0.389,4.000,4,50,60,1080.000,180.000,180.000,180.000,26.890,
0.389,4.000,5,50,60,1080.000,153.400,180.000,179.270,28.670,
0.389,4.000,6,50,60,1080.000,180.000,180.000,180.000,27.780,
0.389,4.000,7,50,60,1080.000,180.000,180.000,180.000,25.530,
0.389,4.000,8,50,60,1080.000,180.000,180.000,180.000,27.960,
0.389,4.000,9,50,60,1080.000,180.000,180.000,180.000,27.910,
0.389,4.500,0,50,60,1080.000,180.000,180.000,180.000,29.330,
0.389,4.500,1,50,60,1080.000,180.000,180.000,180.000,24.480,
0.389,4.500,2,50,60,1080.000,180.000,180.000,180.000,27.630,
0.389,4.500,3,50,60,1080.000,180.000,180.000,180.000,27.890,
0.389,4.500,4,50,60,1080.000,180.000,180.000,180.000,27.680,
0.389,4.500,5,50,60,1080.000,155.100,180.000,179.320,29.070,
0.389,4.500,6,50,60,1080.000,180.000,180.000,180.000,27.780,
0.389,4.500,7,50,60,1080.000,180.000,180.000,180.000,25.980,
0.389,4.500,8,50,60,1080.000,180.000,180.000,180.000,27.410,
0.389,4.500,9,50,60,1080.000,180.000,180.000,180.000,27.750,
0.389,5.000,0,50,60,1080.000,180.000,180.000,180.000,29.650,
0.389,5.000,1,50,60,1080.000,180.000,180.000,180.000,24.750,
0.389,5.000,2,50,60,1080.000,180.000,180.000,180.000,28.190,
0.389,5.000,3,50,60,1080.000,180.000,180.000,180.000,28.140,
0.389,5.000,4,50,60,1080.000,180.000,180.000,180.000,27.690,
0.389,5.000,5,50,60,1080.000,156.800,180.000,179.380,29.290,
0.389,5.000,6,50,60,1080.000,180.000,180.000,180.000,29.300,
0.389,5.000,7,50,60,1080.000,180.000,180.000,180.000,27.600,
0.389,5.000,8,50,60,1080.000,180.000,180.000,180.000,31.150,
0.389,5.000,9,50,60,1080.000,180.000,180.000,180.000,30.280,
0.389,5.500,0,50,60,1080.000,180.000,180.000,180.000,32.990,
0.389,5.500,1,50,60,1080.000,180.000,180.000,180.000,27.220,
0.389,5.500,2,50,60,1080.000,180.000,180.000,180.000,31.560,
0.389,5.500,3,50,60,1080.000,180.000,180.000,180.000,31.720,
0.389,5.500,4,50,60,1080.000,180.000,180.000,180.000,28.740,
0.389,5.500,5,50,60,1080.000,158.200,180.000,179.460,30.010,
0.389,5.500,6,50,60,1080.000,180.000,180.000,180.000,28.610,
0.389,5.500,7,50,60,1080.000,180.000,180.000,180.000,26.480,
0.389,5.500,8,50,60,1080.000,180.000,180.000,180.000,27.420,
0.389,5.500,9,50,60,1080.000,170.100,180.000,179.800,27.590,
0.389,6.000,0,50,60,1080.000,180.000,180.000,180.000,30.060,
0.389,6.000,1,50,60,1080.000,180.000,180.000,180.000,24.500,
0.389,6.000,2,50,60,1080.000,180.000,180.000,180.000,27.810,
0.389,6.000,3,50,60,1080.000,180.000,180.000,180.000,27.820,
0.389,6.000,4,50,60,1080.000,180.000,180.000,180.000,27.200,
0.389,6.000,5,50,60,1080.000,159.600,180.000,179.560,28.620,
0.389,6.000,6,50,60,1080.000,180.000,180.000,180.000,27.570,
0.389,6.000,7,50,60,1080.000,180.000,180.000,180.000,25.850,
0.389,6.000,8,50,60,1080.000,180.000,180.000,180.000,27.450,
0.389,6.000,9,50,60,1080.000,167.600,180.000,179.750,27.450,
0.389,6.500,0,50,60,1080.000,180.000,180.000,180.000,29.660,
0.389,6.500,1,50,60,1080.000,180.000,180.000,180.000,24.550,
0.389,6.500,2,50,60,1080.000,180.000,180.000,180.000,27.540,
0.389,6.500,3,50,60,1080.000,180.000,180.000,180.000,28.450,
0.389,6.500,4,50,60,1080.000,180.000,180.000,180.000,26.790,
0.389,6.500,5,50,60,1080.000,161.600,180.000,179.630,28.290,
0.389,6.500,6,50,60,1080.000,180.000,180.000,180.000,28.380,
0.389,6.500,7,50,60,1080.000,180.000,180.000,180.000,26.130,
0.389,6.500,8,50,60,1080.000,180.000,180.000,180.000,27.130,
0.389,6.500,9,50,60,1080.000,167.500,180.000,179.750,27.540,
0.389,7.000,0,50,60,1080.000,180.000,180.000,180.000,29.390,
0.389,7.000,1,50,60,1080.000,180.000,180.000,180.000,24.440,
0.389,7.000,2,50,60,1080.000,180.000,180.000,180.000,28.020,
0.389,7.000,3,50,60,1080.000,180.000,180.000,180.000,28.160,
0.389,7.000,4,50,60,1080.000,180.000,180.000,180.000,26.840,
0.389,7.000,5,50,60,1080.000,166.900,180.000,179.740,28.450,
0.389,7.000,6,50,60,1080.000,180.000,180.000,180.000,27.400,
0.389,7.000,7,50,60,1080.000,180.000,180.000,180.000,25.590,
0.389,7.000,8,50,60,1080.000,180.000,180.000,180.000,27.680,
0.389,7.000,9,50,60,1080.000,169.900,180.000,179.800,27.910,
0.400,3.000,0,50,60,1080.000,180.000,180.000,180.000,29.060,
0.400,3.000,1,50,60,1080.000,180.000,180.000,180.000,24.550,
0.400,3.000,2,50,60,1080.000,180.000,180.000,180.000,27.480,
0.400,3.000,3,50,60,1080.000,180.000,180.000,180.000,27.920,
0.400,3.000,4,50,60,1080.000,180.000,180.000,180.000,27.000,
0.400,3.000,5,50,60,1080.000,160.100,180.000,179.380,28.710,
0.400,3.000,6,50,60,1080.000,180.000,180.000,180.000,27.620,
0.400,3.000,7,50,60,1080.000,180.000,180.000,180.000,26.070,
0.400,3.000,8,50,60,1080.000,180.000,180.000,180.000,27.170,
0.400,3.000,9,50,60,1080.000,178.700,180.000,179.970,27.510,
0.400,3.500,0,50,60,1080.000,180.000,180.000,180.000,29.900,
0.400,3.500,1,50,60,1080.000,180.000,180.000,180.000,24.500,
0.400,3.500,2,50,60,1080.000,180.000,180.000,180.000,28.020,
0.400,3.500,3,50,60,1080.000,180.000,180.000,180.000,27.880,
0.400,3.500,4,50,60,1080.000,180.000,180.000,180.000,26.870,
0.400,3.500,5,50,60,1080.000,160.100,180.000,179.600,28.190,
0.400,3.500,6,50,60,1080.000,180.000,180.000,180.000,28.250,
0.400,3.500,7,50,60,1080.000,180.000,180.000,180.000,26.010,
0.400,3.500,8,50,60,1080.000,180.000,180.000,180.000,28.890,
0.400,3.500,9,50,60,1080.000,179.500,180.000,179.990,28.820,
0.400,4.000,0,50,60,1080.000,180.000,180.000,180.000,31.810,
0.400,4.000,1,50,60,1080.000,180.000,180.000,180.000,26.400,
0.400,4.000,2,50,60,1080.000,180.000,180.000,180.000,31.140,
0.400,4.000,3,50,60,1080.000,180.000,180.000,180.000,31.950,
0.400,4.000,4,50,60,1080.000,180.000,180.000,180.000,30.090,
0.400,4.000,5,50,60,1080.000,159.900,180.000,179.570,31.050,
0.400,4.000,6,50,60,1080.000,180.000,180.000,180.000,29.890,
0.400,4.000,7,50,60,1080.000,180.000,180.000,180.000,27.750,
0.400,4.000,8,50,60,1080.000,180.000,180.000,180.000,28.810,
0.400,4.000,9,50,60,1080.000,180.000,180.000,180.000,28.410,
0.400,4.500,0,50,60,1080.000,180.000,180.000,180.000,29.620,
0.400,4.500,1,50,60,1080.000,180.000,180.000,180.000,24.310,
0.400,4.500,2,50,60,1080.000,180.000,180.000,180.000,27.690,
0.400,4.500,3,50,60,1080.000,180.000,180.000,180.000,27.940,
0.400,4.500,4,50,60,1080.000,180.000,180.000,180.000,27.070,
0.400,4.500,5,50,60,1080.000,157.300,180.000,179.440,28.930,
0.400,4.500,6,50,60,1080.000,180.000,180.000,180.000,27.800,
0.400,4.500,7,50,60,1080.000,180.000,180.000,180.000,26.070,
0.400,4.500,8,50,60,1080.000,180.000,180.000,180.000,27.480,
0.400,4.500,9,50,60,1080.000,180.000,180.000,180.000,27.580,
0.400,5.000,0,50,60,1080.000,180.000,180.000,180.000,29.680,
0.400,5.000,1,50,60,1080.000,180.000,180.000,180.000,24.660,
0.400,5.000,2,50,60,1080.000,180.000,180.000,180.000,27.610,
0.400,5.000,3,50,60,1080.000,180.000,180.000,180.000,28.310,
0.400,5.000,4,50,60,1080.000,180.000,180.000,180.000,26.740,
0.400,5.000,5,50,60,1080.000,156.800,180.000,179.390,28.420,
0.400,5.000,6,50,60,1080.000,180.000,180.000,180.000,27.780,
0.400,5.000,7,50,60,1080.000,180.000,180.000,180.000,25.950,
0.400,5.000,8,50,60,1080.000,180.000,180.000,180.000,27.120,
0.400,5.000,9,50,60,1080.000,180.000,180.000,180.000,27.730,
0.400,5.500,0,50,60,1080.000,180.000,180.000,180.000,29.450,
0.400,5.500,1,50,60,1080.000,180.000,180.000,180.000,24.260,
0.400,5.500,2,50,60,1080.000,180.000,180.000,180.000,27.670,
0.400,5.500,3,50,60,1080.000,180.000,180.000,180.000,28.140,
0.400,5.500,4,50,60,1080.000,180.000,180.000,180.000,26.810,
0.400,5.500,5,50,60,1080.000,158.200,180.000,179.460,28.150,
0.400,5.500,6,50,60,1080.000,180.000,180.000,180.000,27.680,
0.400,5.500,7,50,60,1080.000,180.000,180.000,180.000,25.730,
0.400,5.500,8,50,60,1080.000,180.000,180.000,180.000,27.230,
0.400,5.500,9,50,60,1080.000,180.000,180.000,180.000,27.480,
0.400,6.000,0,50,60,1080.000,180.000,180.000,180.000,29.660,
0.400,6.000,1,50,60,1080.000,180.000,180.000,180.000,24.760,
0.400,6.000,2,50,60,1080.000,180.000,180.000,180.000,28.010,
0.400,6.000,3,50,60,1080.000,180.000,180.000,180.000,27.850,
0.400,6.000,4,50,60,1080.000,180.000,180.000,180.000,27.520,
0.400,6.000,5,50,60,1080.000,159.700,180.000,179.570,28.980,
0.400,6.000,6,50,60,1080.000,180.000,180.000,180.000,28.260,
0.400,6.000,7,50,60,1080.000,180.000,180.000,180.000,25.640,
0.400,6.000,8,50,60,1080.000,180.000,180.000,180.000,27.250,
0.400,6.000,9,50,60,1080.000,175.800,180.000,179.920,27.310,
0.400,6.500,0,50,60,1080.000,180.000,180.000,180.000,29.730,
0.400,6.500,1,50,60,1080.000,180.000,180.000,180.000,24.880,
0.400,6.500,2,50,60,1080.000,180.000,180.000,180.000,27.350,
0.400,6.500,3,50,60,1080.000,180.000,180.000,180.000,28.040,
0.400,6.500,4,50,60,1080.000,180.000,180.000,180.000,27.020,
0.400,6.500,5,50,60,1080.000,161.700,180.000,179.630,28.190,
0.400,6.500,6,50,60,1080.000,180.000,180.000,180.000,27.720,
0.400,6.500,7,50,60,1080.000,180.000,180.000,180.000,26.120,
0.400,6.500,8,50,60,1080.000,180.000,180.000,180.000,27.110,
0.400,6.500,9,50,60,1080.000,175.100,180.000,179.900,28.010,
0.400,7.000,0,50,60,1080.000,180.000,180.000,180.000,29.130,
0.400,7.000,1,50,60,1080.000,180.000,180.000,180.000,24.310,
0.400,7.000,2,50,60,1080.000,180.000,180.000,180.000,27.840,
0.400,7.000,3,50,60,1080.000,180.000,180.000,180.000,28.310,
0.400,7.000,4,50,60,1080.000,180.000,180.000,180.000,26.400,
0.400,7.000,5,50,60,1080.000,167.100,180.000,179.740,28.130,
0.400,7.000,6,50,60,1080.000,180.000,180.000,180.000,27.090,
0.400,7.000,7,50,60,1080.000,180.000,180.000,180.000,25.080,
0.400,7.000,8,50,60,1080.000,180.000,180.000,180.000,25.360,
0.400,7.000,9,50,60,1080.000,170.100,180.000,179.800,25.280,
